idx,idx_Top10,idx_original,Original_ID,synset,Name,ILSVRC2012_ID,WNID,Words,Img_Name,HHI_Score,Top3_sum,Top5_sum,child,L1.class,L2.class,L3.class,L4.class,L5.class
7003,33562,35064,931,n03935335,Piggy Bank,931,n03935335,"piggy bank, penny bank",ILSVRC2012_val_00035065.JPEG,7360.204382,87.13477183,87.48495677,Piggy_Bank,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7004,33563,35065,741,n07717410,Acorn Squash,741,n07717410,acorn squash,ILSVRC2012_val_00035066.JPEG,9844.906328,99.36765616,99.38488911,Acorn_Squash,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
7005,33564,35066,622,n02165456,Ladybug,622,n02165456,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",ILSVRC2012_val_00035067.JPEG,7775.649896,90.0119773,90.12133543,Ladybug,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7006,33570,35074,362,n09472597,Volcano,362,n09472597,volcano,ILSVRC2012_val_00035075.JPEG,9912.950756,99.63905249,99.65156216,Volcano,entity.n.01,physical_entity.n.01,object.n.01,geological_formation.n.01,natural_elevation.n.01
7007,33571,35075,974,n07614500,Ice Cream,974,n07614500,"ice cream, icecream",ILSVRC2012_val_00035076.JPEG,949.1038323,47.665024,60.2462553,Ice_Cream,entity.n.01,physical_entity.n.01,matter.n.03,substance.n.07,food.n.01
7008,33574,35078,682,n04532670,Viaduct,682,n04532670,viaduct,ILSVRC2012_val_00035079.JPEG,8441.708511,92.02662983,92.14550413,Viaduct,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7009,33577,35081,778,n03127747,Crash Helmet,778,n03127747,crash helmet,ILSVRC2012_val_00035082.JPEG,8691.525492,93.50447497,93.65639525,Crash_Helmet,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7010,33582,35086,224,n02219486,Ant,224,n02219486,"ant, emmet, pismire",ILSVRC2012_val_00035087.JPEG,9905.832627,99.59910264,99.60814244,Ant,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7011,33588,35092,496,n01631663,Eft,496,n01631663,eft,ILSVRC2012_val_00035093.JPEG,9629.908169,99.29752644,99.32064944,Eft,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7012,33592,35097,400,n01622779,Great Grey Owl,400,n01622779,"great grey owl, great gray owl, Strix nebulosa",ILSVRC2012_val_00035098.JPEG,8691.101599,93.51332258,93.7178384,Great_Grey_Owl,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7013,33596,35101,473,n01695060,Komodo Dragon,473,n01695060,"Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis",ILSVRC2012_val_00035102.JPEG,8883.033136,95.07528927,95.28850206,Komodo_Dragon,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7014,33597,35103,383,n01514668,Cock,383,n01514668,cock,ILSVRC2012_val_00035104.JPEG,4914.820196,89.51055374,89.6737345,Cock,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7015,33602,35108,471,n01693334,Green Lizard,471,n01693334,"green lizard, Lacerta viridis",ILSVRC2012_val_00035109.JPEG,6387.618171,90.8699144,91.78466335,Green_Lizard,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7016,33606,35112,643,n02279972,Monarch,643,n02279972,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",ILSVRC2012_val_00035113.JPEG,9038.507051,95.15350893,95.22318886,Monarch,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7017,33608,35114,22,n02071294,Killer Whale,22,n02071294,"killer whale, killer, orca, grampus, sea wolf, Orcinus orca",ILSVRC2012_val_00035115.JPEG,9609.426269,98.26718589,98.31934391,Killer_Whale,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7018,33611,35118,231,n04552348,Warplane,231,n04552348,"warplane, military plane",ILSVRC2012_val_00035119.JPEG,570.1992567,35.736788,50.1619431,Warplane,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7019,33618,35125,729,n04149813,Scoreboard,729,n04149813,scoreboard,ILSVRC2012_val_00035126.JPEG,9872.149248,99.62127006,99.67001588,Scoreboard,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7020,33619,35126,413,n01828970,Bee Eater,413,n01828970,bee eater,ILSVRC2012_val_00035127.JPEG,8323.588093,91.38108904,91.46069808,Bee_Eater,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7021,33620,35127,529,n03197337,Digital Watch,529,n03197337,digital watch,ILSVRC2012_val_00035128.JPEG,4586.310236,96.0763245,96.74619242,Digital_Watch,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7022,33624,35131,696,n03529860,Home Theater,696,n03529860,"home theater, home theatre",ILSVRC2012_val_00035132.JPEG,6914.768982,96.9725165,97.94378289,Home_Theater,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7023,33626,35133,78,n02396427,Wild Boar,78,n02396427,"wild boar, boar, Sus scrofa",ILSVRC2012_val_00035134.JPEG,8757.833275,96.27311417,96.49531318,Wild_Boar,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7024,33627,35134,529,n03197337,Digital Watch,529,n03197337,digital watch,ILSVRC2012_val_00035135.JPEG,9061.826476,96.7312279,97.22251234,Digital_Watch,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7025,33630,35137,457,n02641379,Gar,457,n02641379,"gar, garfish, garpike, billfish, Lepisosteus osseus",ILSVRC2012_val_00035138.JPEG,4468.422759,73.9978674,76.1958475,Gar,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7026,33640,35147,679,n03899768,Patio,679,n03899768,"patio, terrace",ILSVRC2012_val_00035148.JPEG,6036.759311,83.3025294,84.7736952,Patio,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7027,33641,35148,738,n07715103,Cauliflower,738,n07715103,cauliflower,ILSVRC2012_val_00035149.JPEG,9429.942853,97.77531883,98.26206602,Cauliflower,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
7028,33643,35150,383,n01514668,Cock,383,n01514668,cock,ILSVRC2012_val_00035151.JPEG,4617.765184,82.4698223,82.85161364,Cock,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7029,33644,35151,661,n03761084,Microwave,661,n03761084,"microwave, microwave oven",ILSVRC2012_val_00035152.JPEG,278.3804849,25.1424551,32.464844,Microwave,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7030,33647,35154,952,n04131690,Saltshaker,952,n04131690,"saltshaker, salt shaker",ILSVRC2012_val_00035155.JPEG,8126.68893,91.49228143,92.04419085,Saltshaker,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7031,33648,35155,774,n07248320,Book Jacket,774,n07248320,"book jacket, dust cover, dust jacket, dust wrapper",ILSVRC2012_val_00035156.JPEG,2574.361664,70.5935237,72.9419293,Book_Jacket,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7032,33652,35159,929,n02979186,Cassette Player,929,n02979186,cassette player,ILSVRC2012_val_00035160.JPEG,4499.837515,85.2426694,92.69537306,Cassette_Player,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7033,33661,35169,229,n07745940,Strawberry,229,n07745940,strawberry,ILSVRC2012_val_00035170.JPEG,9821.614333,99.1457044,99.17381324,Strawberry,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
7034,33676,35184,525,n03544143,Hourglass,525,n03544143,hourglass,ILSVRC2012_val_00035185.JPEG,9843.58461,99.22640632,99.23403391,Hourglass,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7035,33677,35185,658,n02321529,Sea Cucumber,658,n02321529,"sea cucumber, holothurian",ILSVRC2012_val_00035186.JPEG,8151.173076,90.78359794,90.98152091,Sea_Cucumber,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7036,33679,35187,970,n04409515,Tennis Ball,970,n04409515,tennis ball,ILSVRC2012_val_00035188.JPEG,9999.134036,99.99986403,99.99986929,Tennis_Ball,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7037,33680,35188,51,n02105162,Malinois,51,n02105162,malinois,ILSVRC2012_val_00035189.JPEG,8377.488308,93.1792871,93.82087965,Malinois,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7038,33685,35193,808,n03314780,Face Powder,808,n03314780,face powder,ILSVRC2012_val_00035194.JPEG,9824.812877,99.21299511,99.25971983,Face_Powder,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7039,33700,35208,616,n01981276,King Crab,616,n01981276,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",ILSVRC2012_val_00035209.JPEG,7750.276628,91.6919172,93.4211839,King_Crab,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
7040,33711,35219,742,n07717556,Butternut Squash,742,n07717556,butternut squash,ILSVRC2012_val_00035220.JPEG,9803.133944,99.26806219,99.29234778,Butternut_Squash,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
7041,33720,35228,309,n03376595,Folding Chair,309,n03376595,folding chair,ILSVRC2012_val_00035229.JPEG,8888.084463,94.67311608,94.93741921,Folding_Chair,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7042,33721,35229,521,n04141975,Scale,521,n04141975,"scale, weighing machine",ILSVRC2012_val_00035230.JPEG,9972.936155,99.89988919,99.92318586,Scale,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7043,33728,35236,276,n03445924,Golfcart,276,n03445924,"golfcart, golf cart",ILSVRC2012_val_00035237.JPEG,8969.894995,94.91713457,95.00856278,Golfcart,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7044,33730,35238,57,n02422699,Impala,57,n02422699,"impala, Aepyceros melampus",ILSVRC2012_val_00035239.JPEG,8279.387947,97.0665861,97.40378695,Impala,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7045,33738,35247,847,n02769748,Backpack,847,n02769748,"backpack, back pack, knapsack, packsack, rucksack, haversack",ILSVRC2012_val_00035248.JPEG,9548.307633,98.16998795,98.22806214,Backpack,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7046,33748,35257,530,n04317175,Stethoscope,530,n04317175,stethoscope,ILSVRC2012_val_00035258.JPEG,934.5984879,44.749711,51.0712214,Stethoscope,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7047,33752,35261,629,n02190166,Fly,629,n02190166,fly,ILSVRC2012_val_00035262.JPEG,9804.135359,99.06027545,99.07569553,Fly,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7048,33759,35268,613,n01978287,Dungeness Crab,613,n01978287,"Dungeness crab, Cancer magister",ILSVRC2012_val_00035269.JPEG,4874.298673,91.8056915,92.01132594,Dungeness_Crab,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
7049,33789,35299,932,n06794110,Street Sign,932,n06794110,street sign,ILSVRC2012_val_00035300.JPEG,1620.614226,57.75628,66.7522695,Street_Sign,entity.n.01,abstraction.n.06,communication.n.02,sign.n.02,street_sign.n.01
7050,33790,35300,677,n02699494,Altar,677,n02699494,altar,ILSVRC2012_val_00035301.JPEG,6070.069697,87.7379985,89.74524,Altar,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7051,33809,35319,132,n02088364,Beagle,132,n02088364,beagle,ILSVRC2012_val_00035320.JPEG,1123.131146,48.5418225,63.8155669,Beagle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7052,33811,35321,515,n04265275,Space Heater,515,n04265275,space heater,ILSVRC2012_val_00035322.JPEG,9374.238878,97.77071216,98.28905608,Space_Heater,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7053,33813,35323,632,n02229544,Cricket,632,n02229544,cricket,ILSVRC2012_val_00035324.JPEG,6152.820367,93.95836746,94.0538738,Cricket,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7054,33825,35336,65,n02422106,Hartebeest,65,n02422106,hartebeest,ILSVRC2012_val_00035337.JPEG,8690.583267,93.55013071,93.64126327,Hartebeest,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7055,33829,35340,200,n02087394,Rhodesian Ridgeback,200,n02087394,Rhodesian ridgeback,ILSVRC2012_val_00035341.JPEG,1319.588945,50.2294045,61.2000068,Rhodesian_Ridgeback,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7056,33830,35341,828,n04367480,Swab,828,n04367480,"swab, swob, mop",ILSVRC2012_val_00035342.JPEG,9969.740292,99.86469843,99.87161491,Swab,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7057,33838,35350,548,n02977058,Cash Machine,548,n02977058,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",ILSVRC2012_val_00035351.JPEG,4471.722988,78.5372495,80.7314019,Cash_Machine,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7058,33843,35355,80,n02391049,Zebra,80,n02391049,zebra,ILSVRC2012_val_00035356.JPEG,8860.076247,94.26158099,94.34426722,Zebra,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7059,33846,35358,916,n02790996,Barbell,916,n02790996,barbell,ILSVRC2012_val_00035359.JPEG,9917.733214,99.94511331,99.95491217,Barbell,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7060,33863,35376,141,n02104029,Kuvasz,141,n02104029,kuvasz,ILSVRC2012_val_00035377.JPEG,1693.25463,55.0264535,61.7928067,Kuvasz,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7061,33867,35380,91,n02096177,Cairn,91,n02096177,"cairn, cairn terrier",ILSVRC2012_val_00035381.JPEG,3750.304043,79.050802,82.4611475,Cairn,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7062,33871,35384,729,n04149813,Scoreboard,729,n04149813,scoreboard,ILSVRC2012_val_00035385.JPEG,8627.721504,93.35003069,93.50397992,Scoreboard,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7063,33877,35390,86,n02107683,Bernese Mountain Dog,86,n02107683,Bernese mountain dog,ILSVRC2012_val_00035391.JPEG,7141.027646,92.0652835,92.76655025,Bernese_Mountain_Dog,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7064,33881,35395,711,n04462240,Toyshop,711,n04462240,toyshop,ILSVRC2012_val_00035396.JPEG,8111.362833,96.3586564,96.50766835,Toyshop,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7065,33882,35396,169,n02510455,Giant Panda,169,n02510455,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",ILSVRC2012_val_00035397.JPEG,8915.322446,94.94101416,95.0545701,Giant_Panda,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7066,33891,35405,723,n04604644,Worm Fence,723,n04604644,"worm fence, snake fence, snake-rail fence, Virginia fence",ILSVRC2012_val_00035406.JPEG,5019.013776,99.67860357,99.6886109,Worm_Fence,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7067,33900,35414,455,n02655020,Puffer,455,n02655020,"puffer, pufferfish, blowfish, globefish",ILSVRC2012_val_00035415.JPEG,9508.131596,97.66162886,97.76176512,Puffer,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7068,33901,35415,988,n03657121,Lens Cap,988,n03657121,"lens cap, lens cover",ILSVRC2012_val_00035416.JPEG,817.5346448,39.5634294,45.9407993,Lens_Cap,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7069,33911,35425,406,n01806567,Quail,406,n01806567,quail,ILSVRC2012_val_00035426.JPEG,9038.579746,95.20899272,95.2934747,Quail,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7070,33920,35434,969,n04525038,Velvet,969,n04525038,velvet,ILSVRC2012_val_00035435.JPEG,8998.32101,95.54793467,96.01486155,Velvet,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7071,33944,35458,106,n02113624,Toy Poodle,106,n02113624,toy poodle,ILSVRC2012_val_00035459.JPEG,5645.034558,87.69492705,89.65850695,Toy_Poodle,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7072,33956,35470,999,n07831146,Carbonara,999,n07831146,carbonara,ILSVRC2012_val_00035471.JPEG,8099.798269,92.2559507,93.1181785,Carbonara,entity.n.01,physical_entity.n.01,matter.n.03,substance.n.07,food.n.01
7073,33958,35472,91,n02096177,Cairn,91,n02096177,"cairn, cairn terrier",ILSVRC2012_val_00035473.JPEG,9674.04998,98.92085166,99.13219686,Cairn,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7074,33961,35475,407,n01807496,Partridge,407,n01807496,partridge,ILSVRC2012_val_00035476.JPEG,4623.175672,96.22784197,96.38687221,Partridge,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7075,33964,35478,194,n02504013,Indian Elephant,194,n02504013,"Indian elephant, Elephas maximus",ILSVRC2012_val_00035479.JPEG,8689.666957,98.50887498,98.54914023,Indian_Elephant,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7076,33968,35483,593,n04286575,Spotlight,593,n04286575,"spotlight, spot",ILSVRC2012_val_00035484.JPEG,1972.052818,65.740034,75.4985687,Spotlight,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7077,33970,35485,241,n02981792,Catamaran,241,n02981792,catamaran,ILSVRC2012_val_00035486.JPEG,9760.698647,99.6267998,99.64913851,Catamaran,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7078,33973,35488,437,n02037110,Oystercatcher,437,n02037110,"oystercatcher, oyster catcher",ILSVRC2012_val_00035489.JPEG,9895.316687,99.51679793,99.53644333,Oystercatcher,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7079,33974,35489,426,n02009912,American Egret,426,n02009912,"American egret, great white heron, Egretta albus",ILSVRC2012_val_00035490.JPEG,7185.80498,92.2689778,92.89164414,American_Egret,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7080,33976,35491,780,n04435653,Tile Roof,780,n04435653,tile roof,ILSVRC2012_val_00035492.JPEG,8601.409772,93.24896106,93.42152934,Tile_Roof,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7081,33977,35492,135,n02486261,Patas,135,n02486261,"patas, hussar monkey, Erythrocebus patas",ILSVRC2012_val_00035493.JPEG,4624.466428,76.1035257,79.5902857,Patas,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7082,33978,35493,76,n02129604,Tiger,76,n02129604,"tiger, Panthera tigris",ILSVRC2012_val_00035494.JPEG,8228.407238,94.32732752,94.56863871,Tiger,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7083,33981,35496,622,n02165456,Ladybug,622,n02165456,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",ILSVRC2012_val_00035497.JPEG,6007.580522,94.25699175,94.47863397,Ladybug,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7084,33993,35508,519,n04118776,Rule,519,n04118776,"rule, ruler",ILSVRC2012_val_00035509.JPEG,9619.129401,98.23073228,98.30401747,Rule,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7085,33995,35510,987,n02988304,Cd Player,987,n02988304,CD player,ILSVRC2012_val_00035511.JPEG,1940.424791,72.738731,76.4378453,Cd_Player,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7086,33999,35514,857,n03976467,Polaroid Camera,857,n03976467,"Polaroid camera, Polaroid Land camera",ILSVRC2012_val_00035515.JPEG,1259.41577,53.334001,59.5821989,Polaroid_Camera,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7087,34000,35515,548,n02977058,Cash Machine,548,n02977058,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",ILSVRC2012_val_00035516.JPEG,6127.734295,87.5961227,88.4460843,Cash_Machine,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7088,34009,35524,524,n04548280,Wall Clock,524,n04548280,wall clock,ILSVRC2012_val_00035525.JPEG,4989.59119,91.3996267,93.79333299,Wall_Clock,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7089,34011,35526,740,n07716906,Spaghetti Squash,740,n07716906,spaghetti squash,ILSVRC2012_val_00035527.JPEG,9702.136414,98.61367454,98.66240611,Spaghetti_Squash,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
7090,34014,35529,133,n02111129,Leonberg,133,n02111129,Leonberg,ILSVRC2012_val_00035530.JPEG,8708.66654,93.57537081,93.72522099,Leonberg,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7091,34015,35530,142,n02492035,Capuchin,142,n02492035,"capuchin, ringtail, Cebus capucinus",ILSVRC2012_val_00035531.JPEG,3324.400152,76.285882,79.8119545,Capuchin,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7092,34023,35538,272,n03777568,Model T,272,n03777568,Model T,ILSVRC2012_val_00035539.JPEG,9142.786373,95.8156332,95.89283641,Model_T,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7093,34024,35539,386,n01530575,Brambling,386,n01530575,"brambling, Fringilla montifringilla",ILSVRC2012_val_00035540.JPEG,6391.509287,89.81245285,90.11134154,Brambling,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7094,34032,35547,765,n04493381,Tub,765,n04493381,"tub, vat",ILSVRC2012_val_00035548.JPEG,3582.089554,73.424508,78.9375552,Tub,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7095,34034,35549,972,n03223299,Doormat,972,n03223299,"doormat, welcome mat",ILSVRC2012_val_00035550.JPEG,4633.360687,74.5733121,77.5677753,Doormat,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7096,34035,35550,299,n03388549,Four-Poster,299,n03388549,four-poster,ILSVRC2012_val_00035551.JPEG,9973.673467,99.88143561,99.88582213,Four-Poster,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7097,34038,35553,744,n07718747,Artichoke,744,n07718747,"artichoke, globe artichoke",ILSVRC2012_val_00035554.JPEG,9416.065029,97.66316296,97.69671953,Artichoke,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
7098,34041,35556,321,n07753113,Fig,321,n07753113,fig,ILSVRC2012_val_00035557.JPEG,9919.513415,99.65714888,99.6733601,Fig,entity.n.01,physical_entity.n.01,matter.n.03,solid.n.01,food.n.02
7099,34045,35562,436,n02033041,Dowitcher,436,n02033041,dowitcher,ILSVRC2012_val_00035563.JPEG,8003.46594,93.56013486,93.9643718,Dowitcher,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7100,34047,35564,390,n01537544,Indigo Bunting,390,n01537544,"indigo bunting, indigo finch, indigo bird, Passerina cyanea",ILSVRC2012_val_00035565.JPEG,8562.37772,92.70333082,92.79186357,Indigo_Bunting,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7101,34048,35565,95,n02123597,Siamese Cat,95,n02123597,"Siamese cat, Siamese",ILSVRC2012_val_00035566.JPEG,8588.020345,93.28031071,93.6613785,Siamese_Cat,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7102,34058,35576,201,n02127052,Lynx,201,n02127052,"lynx, catamount",ILSVRC2012_val_00035577.JPEG,5403.997865,85.7198242,87.6272186,Lynx,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7103,34059,35577,841,n03942813,Ping-Pong Ball,841,n03942813,ping-pong ball,ILSVRC2012_val_00035578.JPEG,667.8617082,38.7900944,50.5016634,Ping-Pong_Ball,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7104,34062,35580,871,n03775071,Mitten,871,n03775071,mitten,ILSVRC2012_val_00035581.JPEG,6092.37693,94.0918541,95.8216836,Mitten,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7105,34066,35584,179,n02111889,Samoyed,179,n02111889,"Samoyed, Samoyede",ILSVRC2012_val_00035585.JPEG,8892.159534,96.6743839,97.0185482,Samoyed,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7106,34067,35585,665,n04542943,Waffle Iron,665,n04542943,waffle iron,ILSVRC2012_val_00035586.JPEG,5101.84184,83.2333825,85.54275705,Waffle_Iron,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7107,34075,35593,877,n03887697,Paper Towel,877,n03887697,paper towel,ILSVRC2012_val_00035594.JPEG,2861.966078,77.1206813,79.5067757,Paper_Towel,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7108,34093,35613,430,n02013706,Limpkin,430,n02013706,"limpkin, Aramus pictus",ILSVRC2012_val_00035614.JPEG,8218.180848,90.81171743,90.95741943,Limpkin,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7109,34096,35617,165,n02410509,Bison,165,n02410509,bison,ILSVRC2012_val_00035618.JPEG,8646.40496,95.6363702,95.78088522,Bison,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7110,34097,35618,226,n01968897,Chambered Nautilus,226,n01968897,"chambered nautilus, pearly nautilus, nautilus",ILSVRC2012_val_00035619.JPEG,9381.092528,97.1566348,97.35466909,Chambered_Nautilus,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
7111,34098,35619,288,n04252077,Snowmobile,288,n04252077,snowmobile,ILSVRC2012_val_00035620.JPEG,7434.05428,87.30975767,88.0523906,Snowmobile,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7112,34099,35620,857,n03976467,Polaroid Camera,857,n03976467,"Polaroid camera, Polaroid Land camera",ILSVRC2012_val_00035621.JPEG,9404.459394,97.5455496,97.63458463,Polaroid_Camera,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,artifact.n.01
7113,34100,35622,475,n01697457,African Crocodile,475,n01697457,"African crocodile, Nile crocodile, Crocodylus niloticus",ILSVRC2012_val_00035623.JPEG,4893.204451,94.36928717,94.4987744,African_Crocodile,entity.n.01,physical_entity.n.01,object.n.01,whole.n.02,living_thing.n.01
